,MeshBlockCode,CityCode,City,StateCode,State,LgaCode,LgaName
306,40215269900,40002,Adelaide,4,South Australia,40070,Adelaide (C)
307,40003050000,40002,Adelaide,4,South Australia,40070,Adelaide (C)
308,40002412000,40002,Adelaide,4,South Australia,40070,Adelaide (C)
309,40215138800,40002,Adelaide,4,South Australia,40070,Adelaide (C)
310,40003100000,40002,Adelaide,4,South Australia,40070,Adelaide (C)
311,40414990000,40002,Adelaide,4,South Australia,40070,Adelaide (C)
312,40414970000,40002,Adelaide,4,South Australia,40070,Adelaide (C)
313,40414960000,40002,Adelaide,4,South Australia,40070,Adelaide (C)
314,40002241000,40002,Adelaide,4,South Australia,40070,Adelaide (C)
315,40244140000,40002,Adelaide,4,South Australia,40070,Adelaide (C)
316,40001230000,40002,Adelaide,4,South Australia,40070,Adelaide (C)
317,40000220000,40002,Adelaide,4,South Australia,40070,Adelaide (C)
318,40244170000,40002,Adelaide,4,South Australia,40070,Adelaide (C)
319,40244160000,40002,Adelaide,4,South Australia,40070,Adelaide (C)
320,40244150000,40002,Adelaide,4,South Australia,40070,Adelaide (C)
321,40000161000,40002,Adelaide,4,South Australia,40070,Adelaide (C)
322,40002860000,40002,Adelaide,4,South Australia,40070,Adelaide (C)
323,40429500000,40002,Adelaide,4,South Australia,40070,Adelaide (C)
324,40002930000,40002,Adelaide,4,South Australia,40070,Adelaide (C)
325,40000024000,40002,Adelaide,4,South Australia,40070,Adelaide (C)
326,40000023000,40002,Adelaide,4,South Australia,40070,Adelaide (C)
327,40002243000,40002,Adelaide,4,South Australia,40070,Adelaide (C)
328,40000022000,40002,Adelaide,4,South Australia,40070,Adelaide (C)
329,40000021000,40002,Adelaide,4,South Australia,40070,Adelaide (C)
330,40002242000,40002,Adelaide,4,South Australia,40070,Adelaide (C)
331,40000991000,40002,Adelaide,4,South Australia,40070,Adelaide (C)
332,40000992000,40002,Adelaide,4,South Australia,40070,Adelaide (C)
333,40002800000,40002,Adelaide,4,South Australia,40070,Adelaide (C)
334,40001430000,40002,Adelaide,4,South Australia,40070,Adelaide (C)
335,40001094000,40002,Adelaide,4,South Australia,40070,Adelaide (C)
336,40001095000,40002,Adelaide,4,South Australia,40070,Adelaide (C)
337,40002942000,40002,Adelaide,4,South Australia,40070,Adelaide (C)
338,40002260000,40002,Adelaide,4,South Australia,40070,Adelaide (C)
339,40002941000,40002,Adelaide,4,South Australia,40070,Adelaide (C)
340,40000672000,40002,Adelaide,4,South Australia,40070,Adelaide (C)
341,40000674000,40002,Adelaide,4,South Australia,40070,Adelaide (C)
342,40215297600,40002,Adelaide,4,South Australia,40070,Adelaide (C)
343,40001740000,40002,Adelaide,4,South Australia,40070,Adelaide (C)
344,40215151300,40002,Adelaide,4,South Australia,40070,Adelaide (C)
345,40414760000,40002,Adelaide,4,South Australia,40070,Adelaide (C)
346,40003240000,40002,Adelaide,4,South Australia,40070,Adelaide (C)
347,40000960000,40002,Adelaide,4,South Australia,40070,Adelaide (C)
348,40002350000,40002,Adelaide,4,South Australia,40070,Adelaide (C)
349,40002990000,40002,Adelaide,4,South Australia,40070,Adelaide (C)
350,40003000000,40002,Adelaide,4,South Australia,40070,Adelaide (C)
351,40243840000,40002,Adelaide,4,South Australia,40070,Adelaide (C)
352,40001100000,40002,Adelaide,4,South Australia,40070,Adelaide (C)
353,40414820000,40002,Adelaide,4,South Australia,40070,Adelaide (C)
354,40414840000,40002,Adelaide,4,South Australia,40070,Adelaide (C)
355,40001000000,40002,Adelaide,4,South Australia,40070,Adelaide (C)
356,40215299300,40002,Adelaide,4,South Australia,40070,Adelaide (C)
357,40215154800,40002,Adelaide,4,South Australia,40070,Adelaide (C)
358,40215133500,40002,Adelaide,4,South Australia,40070,Adelaide (C)
359,40243860000,40002,Adelaide,4,South Australia,40070,Adelaide (C)
360,40002870000,40002,Adelaide,4,South Australia,40070,Adelaide (C)
361,40214958700,40002,Adelaide,4,South Australia,40070,Adelaide (C)
362,40244311000,40002,Adelaide,4,South Australia,40070,Adelaide (C)
363,40244312000,40002,Adelaide,4,South Australia,40070,Adelaide (C)
364,40214955800,40002,Adelaide,4,South Australia,40070,Adelaide (C)
365,40215241600,40002,Adelaide,4,South Australia,40070,Adelaide (C)
366,40244320000,40002,Adelaide,4,South Australia,40070,Adelaide (C)
367,40001731000,40002,Adelaide,4,South Australia,40070,Adelaide (C)
368,40244450000,40002,Adelaide,4,South Australia,40070,Adelaide (C)
369,40001733000,40002,Adelaide,4,South Australia,40070,Adelaide (C)
370,40000740000,40002,Adelaide,4,South Australia,40070,Adelaide (C)
371,40000681000,40002,Adelaide,4,South Australia,40070,Adelaide (C)
372,40244500000,40002,Adelaide,4,South Australia,40070,Adelaide (C)
373,40244490000,40002,Adelaide,4,South Australia,40070,Adelaide (C)
374,40000684000,40002,Adelaide,4,South Australia,40070,Adelaide (C)
375,40244482000,40002,Adelaide,4,South Australia,40070,Adelaide (C)
376,40001221000,40002,Adelaide,4,South Australia,40070,Adelaide (C)
377,40001222000,40002,Adelaide,4,South Australia,40070,Adelaide (C)
378,40001223000,40002,Adelaide,4,South Australia,40070,Adelaide (C)
379,40244230000,40002,Adelaide,4,South Australia,40070,Adelaide (C)
380,40244240000,40002,Adelaide,4,South Australia,40070,Adelaide (C)
381,40244250000,40002,Adelaide,4,South Australia,40070,Adelaide (C)
382,40244481000,40002,Adelaide,4,South Australia,40070,Adelaide (C)
383,40244271000,40002,Adelaide,4,South Australia,40070,Adelaide (C)
384,40214964000,40002,Adelaide,4,South Australia,40070,Adelaide (C)
385,40244272000,40002,Adelaide,4,South Australia,40070,Adelaide (C)
386,40244282000,40002,Adelaide,4,South Australia,40070,Adelaide (C)
387,40429600000,40002,Adelaide,4,South Australia,40070,Adelaide (C)
388,40000682000,40002,Adelaide,4,South Australia,40070,Adelaide (C)
389,40000683000,40002,Adelaide,4,South Australia,40070,Adelaide (C)
390,40244281000,40002,Adelaide,4,South Australia,40070,Adelaide (C)
391,40215153800,40002,Adelaide,4,South Australia,40070,Adelaide (C)
392,40215153600,40002,Adelaide,4,South Australia,40070,Adelaide (C)
