,HierarchyLevel,CategoryName,CategoryId,Level1,Level2,Level3,Level4,Level5
811,2,Hunting Supply,50aaa5234b90af0d42d5de12,Shop & Service,Hunting Supply,,,
812,2,IT Services,52f2ab2ebcbc57f1066b8b36,Shop & Service,IT Services,,,
813,2,Insurance Office,58daa1558bbb0b01f18ec1f1,Shop & Service,Insurance Office,,,
814,2,Internet Cafe,4bf58dd8d48988d1f0941735,Shop & Service,Internet Cafe,,,
815,2,Jewelry Store,4bf58dd8d48988d111951735,Shop & Service,Jewelry Store,,,
816,2,Kitchen Supply Store,58daa1558bbb0b01f18ec1b4,Shop & Service,Kitchen Supply Store,,,
817,2,Knitting Store,52f2ab2ebcbc57f1066b8b25,Shop & Service,Knitting Store,,,
818,2,Laundromat,52f2ab2ebcbc57f1066b8b33,Shop & Service,Laundromat,,,
819,2,Laundry Service,4bf58dd8d48988d1fc941735,Shop & Service,Laundry Service,,,
820,2,Lawyer,52f2ab2ebcbc57f1066b8b3f,Shop & Service,Lawyer,,,
821,2,Leather Goods Store,52f2ab2ebcbc57f1066b8b2b,Shop & Service,Leather Goods Store,,,
822,2,Locksmith,52f2ab2ebcbc57f1066b8b1e,Shop & Service,Locksmith,,,
823,2,Lottery Retailer,52f2ab2ebcbc57f1066b8b38,Shop & Service,Lottery Retailer,,,
824,2,Luggage Store,52f2ab2ebcbc57f1066b8b29,Shop & Service,Luggage Store,,,
825,2,Marijuana Dispensary,52c71aaf3cf9994f4e043d17,Shop & Service,Marijuana Dispensary,,,
826,2,Market,50be8ee891d4fa8dcc7199a7,Shop & Service,Market,,,
827,2,Massage Studio,52f2ab2ebcbc57f1066b8b3c,Shop & Service,Massage Studio,,,
828,2,Mattress Store,52f2ab2ebcbc57f1066b8b27,Shop & Service,Mattress Store,,,
829,2,Medical Supply Store,58daa1558bbb0b01f18ec206,Shop & Service,Medical Supply Store,,,
830,2,Miscellaneous Shop,4bf58dd8d48988d1ff941735,Shop & Service,Miscellaneous Shop,,,
831,2,Mobile Phone Shop,4f04afc02fb6e1c99f3db0bc,Shop & Service,Mobile Phone Shop,,,
832,2,Mobility Store,56aa371be4b08b9a8d57354a,Shop & Service,Mobility Store,,,
833,2,Motorcycle Shop,5032833091d4c4b30a586d60,Shop & Service,Motorcycle Shop,,,
834,2,Motorsports Shop,59d79d6b2e268052fa2a3332,Shop & Service,Motorsports Shop,,,
835,2,Music Store,4bf58dd8d48988d1fe941735,Shop & Service,Music Store,,,
836,2,Nail Salon,4f04aa0c2fb6e1c99f3db0b8,Shop & Service,Nail Salon,,,
837,2,Newsstand,4f04ad622fb6e1c99f3db0b9,Shop & Service,Newsstand,,,
838,2,Notary,5ae95d208a6f17002ce792b2,Shop & Service,Notary,,,
839,2,Optical Shop,4d954afda243a5684865b473,Shop & Service,Optical Shop,,,
840,2,Other Repair Shop,52f2ab2ebcbc57f1066b8b2f,Shop & Service,Other Repair Shop,,,
841,2,Outdoor Supply Store,52f2ab2ebcbc57f1066b8b22,Shop & Service,Outdoor Supply Store,,,
842,2,Outlet Mall,5744ccdfe4b0c0459246b4df,Shop & Service,Outlet Mall,,,
843,2,Outlet Store,52f2ab2ebcbc57f1066b8b35,Shop & Service,Outlet Store,,,
844,2,Paper / Office Supplies Store,4bf58dd8d48988d121951735,Shop & Service,Paper / Office Supplies Store,,,
845,2,Pawn Shop,52f2ab2ebcbc57f1066b8b34,Shop & Service,Pawn Shop,,,
846,2,Perfume Shop,52f2ab2ebcbc57f1066b8b23,Shop & Service,Perfume Shop,,,
847,2,Pet Service,5032897c91d4c4b30a586d69,Shop & Service,Pet Service,,,
848,2,Pet Store,4bf58dd8d48988d100951735,Shop & Service,Pet Store,,,
849,2,Pharmacy,4bf58dd8d48988d10f951735,Shop & Service,Pharmacy,,,
850,2,Photography Lab,4eb1bdde3b7b55596b4a7490,Shop & Service,Photography Lab,,,
851,2,Photography Studio,554a5e17498efabeda6cc559,Shop & Service,Photography Studio,,,
852,2,Piercing Parlor,52f2ab2ebcbc57f1066b8b20,Shop & Service,Piercing Parlor,,,
853,2,Pop-Up Shop,52f2ab2ebcbc57f1066b8b3d,Shop & Service,Pop-Up Shop,,,
854,2,Print Shop,52f2ab2ebcbc57f1066b8b28,Shop & Service,Print Shop,,,
855,2,Public Bathroom,5744ccdfe4b0c0459246b4c4,Shop & Service,Public Bathroom,,,
856,2,Real Estate Office,5032885091d4c4b30a586d66,Shop & Service,Real Estate Office,,,
857,2,Record Shop,4bf58dd8d48988d10d951735,Shop & Service,Record Shop,,,
858,2,Recording Studio,52f2ab2ebcbc57f1066b8b37,Shop & Service,Recording Studio,,,
859,2,Recycling Facility,4f4531084b9074f6e4fb0101,Shop & Service,Recycling Facility,,,
860,2,Rental Service,56aa371be4b08b9a8d573552,Shop & Service,Rental Service,,,
861,2,Salon / Barbershop,4bf58dd8d48988d110951735,Shop & Service,Salon / Barbershop,,,
862,2,Sauna / Steam Room,58daa1558bbb0b01f18ec1ae,Shop & Service,Sauna / Steam Room,,,
863,2,Shipping Store,52f2ab2ebcbc57f1066b8b1f,Shop & Service,Shipping Store,,,
864,2,Shoe Repair,52f2ab2ebcbc57f1066b8b39,Shop & Service,Shoe Repair,,,
865,2,Shopping Mall,4bf58dd8d48988d1fd941735,Shop & Service,Shopping Mall,,,
866,2,Shopping Plaza,5744ccdfe4b0c0459246b4dc,Shop & Service,Shopping Plaza,,,
867,2,Skate Shop,5bae9231bedf3950379f89d2,Shop & Service,Skate Shop,,,
868,2,Ski Shop,56aa371be4b08b9a8d573566,Shop & Service,Ski Shop,,,
869,2,Smoke Shop,4bf58dd8d48988d123951735,Shop & Service,Smoke Shop,,,
870,2,Smoothie Shop,52f2ab2ebcbc57f1066b8b41,Shop & Service,Smoothie Shop,,,
871,2,Souvenir Shop,52f2ab2ebcbc57f1066b8b1b,Shop & Service,Souvenir Shop,,,
872,2,Spa,4bf58dd8d48988d1ed941735,Shop & Service,Spa,,,
873,2,Sporting Goods Shop,4bf58dd8d48988d1f2941735,Shop & Service,Sporting Goods Shop,,,
874,2,Stationery Store,52f2ab2ebcbc57f1066b8b21,Shop & Service,Stationery Store,,,
875,2,Storage Facility,4f04b1572fb6e1c99f3db0bf,Shop & Service,Storage Facility,,,
876,2,Supplement Shop,5744ccdfe4b0c0459246b4cd,Shop & Service,Supplement Shop,,,
877,2,Tailor Shop,5032781d91d4c4b30a586d5b,Shop & Service,Tailor Shop,,,
878,2,Tanning Salon,4d1cf8421a97d635ce361c31,Shop & Service,Tanning Salon,,,
879,2,Tattoo Parlor,4bf58dd8d48988d1de931735,Shop & Service,Tattoo Parlor,,,
880,2,Thrift / Vintage Store,4bf58dd8d48988d101951735,Shop & Service,Thrift / Vintage Store,,,
881,2,Toy / Game Store,4bf58dd8d48988d1f3941735,Shop & Service,Toy / Game Store,,,
882,2,Travel Agency,4f04b08c2fb6e1c99f3db0bd,Shop & Service,Travel Agency,,,
883,2,Used Bookstore,52f2ab2ebcbc57f1066b8b30,Shop & Service,Used Bookstore,,,
884,2,Vape Store,56aa371be4b08b9a8d57355c,Shop & Service,Vape Store,,,
885,2,Video Game Store,4bf58dd8d48988d10b951735,Shop & Service,Video Game Store,,,
886,2,Video Store,4bf58dd8d48988d126951735,Shop & Service,Video Store,,,
887,2,Warehouse Store,52e816a6bcbc57f1066b7a54,Shop & Service,Warehouse Store,,,
888,2,Watch Shop,52f2ab2ebcbc57f1066b8b2e,Shop & Service,Watch Shop,,,
889,1,Travel & Transport,4d4b7105d754a06379d81259,Travel & Transport,,,,
890,2,Airport,4bf58dd8d48988d1ed931735,Travel & Transport,Airport,,,
891,3,Airport Food Court,4bf58dd8d48988d1ef931735,Travel & Transport,Airport,Airport Food Court,,
892,3,Airport Gate,4bf58dd8d48988d1f0931735,Travel & Transport,Airport,Airport Gate,,
893,3,Airport Lounge,4eb1bc533b7b2c5b1d4306cb,Travel & Transport,Airport,Airport Lounge,,
894,3,Airport Service,56aa371be4b08b9a8d57352f,Travel & Transport,Airport,Airport Service,,
895,3,Airport Terminal,4bf58dd8d48988d1eb931735,Travel & Transport,Airport,Airport Terminal,,
896,3,Airport Tram,4bf58dd8d48988d1ec931735,Travel & Transport,Airport,Airport Tram,,
897,3,Baggage Claim,5744ccdfe4b0c0459246b4e5,Travel & Transport,Airport,Baggage Claim,,
898,3,Plane,4bf58dd8d48988d1f7931735,Travel & Transport,Airport,Plane,,
899,2,Baggage Locker,5744ccdfe4b0c0459246b4e8,Travel & Transport,Baggage Locker,,,
900,2,Bike Rental / Bike Share,4e4c9077bd41f78e849722f9,Travel & Transport,Bike Rental / Bike Share,,,
901,2,Boat Rental,5744ccdfe4b0c0459246b4c1,Travel & Transport,Boat Rental,,,
902,2,Boat or Ferry,4bf58dd8d48988d12d951735,Travel & Transport,Boat or Ferry,,,
903,2,Border Crossing,52f2ab2ebcbc57f1066b8b4b,Travel & Transport,Border Crossing,,,
904,2,Bus Station,4bf58dd8d48988d1fe931735,Travel & Transport,Bus Station,,,
905,3,Bus Line,4bf58dd8d48988d12b951735,Travel & Transport,Bus Station,Bus Line,,
906,2,Bus Stop,52f2ab2ebcbc57f1066b8b4f,Travel & Transport,Bus Stop,,,
907,2,Cable Car,52f2ab2ebcbc57f1066b8b50,Travel & Transport,Cable Car,,,
908,2,Cruise,55077a22498e5e9248869ba2,Travel & Transport,Cruise,,,
909,2,Duty-free Shop,589ddde98ae3635c072819ee,Travel & Transport,Duty-free Shop,,,
910,2,General Travel,4bf58dd8d48988d1f6931735,Travel & Transport,General Travel,,,
911,2,Heliport,56aa371ce4b08b9a8d57356e,Travel & Transport,Heliport,,,
912,2,Hotel,4bf58dd8d48988d1fa931735,Travel & Transport,Hotel,,,
913,3,Bed & Breakfast,4bf58dd8d48988d1f8931735,Travel & Transport,Hotel,Bed & Breakfast,,
914,3,Boarding House,4f4530a74b9074f6e4fb0100,Travel & Transport,Hotel,Boarding House,,
915,3,Hostel,4bf58dd8d48988d1ee931735,Travel & Transport,Hotel,Hostel,,
916,3,Hotel Pool,4bf58dd8d48988d132951735,Travel & Transport,Hotel,Hotel Pool,,
917,3,Inn,5bae9231bedf3950379f89cb,Travel & Transport,Hotel,Inn,,
918,3,Motel,4bf58dd8d48988d1fb931735,Travel & Transport,Hotel,Motel,,
919,3,Resort,4bf58dd8d48988d12f951735,Travel & Transport,Hotel,Resort,,
920,3,Vacation Rental,56aa371be4b08b9a8d5734e1,Travel & Transport,Hotel,Vacation Rental,,
921,2,Intersection,52f2ab2ebcbc57f1066b8b4c,Travel & Transport,Intersection,,,
922,2,Light Rail Station,4bf58dd8d48988d1fc931735,Travel & Transport,Light Rail Station,,,
923,2,Metro Station,4bf58dd8d48988d1fd931735,Travel & Transport,Metro Station,,,
924,2,Moving Target,4f2a23984b9023bd5841ed2c,Travel & Transport,Moving Target,,,
925,2,Pier,4e74f6cabd41c4836eac4c31,Travel & Transport,Pier,,,
926,2,Port,56aa371be4b08b9a8d57353e,Travel & Transport,Port,,,
927,2,RV Park,52f2ab2ebcbc57f1066b8b53,Travel & Transport,RV Park,,,
928,2,Rental Car Location,4bf58dd8d48988d1ef941735,Travel & Transport,Rental Car Location,,,
929,2,Rest Area,4d954b16a243a5684b65b473,Travel & Transport,Rest Area,,,
930,2,Road,4bf58dd8d48988d1f9931735,Travel & Transport,Road,,,
931,2,Taxi Stand,53fca564498e1a175f32528b,Travel & Transport,Taxi Stand,,,
932,2,Taxi,4bf58dd8d48988d130951735,Travel & Transport,Taxi,,,
933,2,Toll Booth,52f2ab2ebcbc57f1066b8b4d,Travel & Transport,Toll Booth,,,
934,2,Toll Plaza,52f2ab2ebcbc57f1066b8b4e,Travel & Transport,Toll Plaza,,,
935,2,Tourist Information Center,4f4530164b9074f6e4fb00ff,Travel & Transport,Tourist Information Center,,,
936,2,Train Station,4bf58dd8d48988d129951735,Travel & Transport,Train Station,,,
937,3,Platform,4f4531504b9074f6e4fb0102,Travel & Transport,Train Station,Platform,,
938,3,Train,4bf58dd8d48988d12a951735,Travel & Transport,Train Station,Train,,
939,2,Tram Station,52f2ab2ebcbc57f1066b8b51,Travel & Transport,Tram Station,,,
940,2,Transportation Service,54541b70498ea6ccd0204bff,Travel & Transport,Transportation Service,,,
941,2,Travel Lounge,4f04b25d2fb6e1c99f3db0c0,Travel & Transport,Travel Lounge,,,
942,2,Tunnel,52f2ab2ebcbc57f1066b8b4a,Travel & Transport,Tunnel,,,
